"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Condition","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Edition","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase Type","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"6900195","9782864976165","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","ASTERIX - L'Empire du Milieu",,"fr","Comics,Les classiques,Bandes dessinées humoristiques","","","","","","","Editions Albert René",48,"2023-02-08","hardcover",,,,,,,,,,,,,,,,,"2024-01-20"
"8698912","9782014001334","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix - L'Iris Blanc - n°40",,"fr","Comics,Les classiques","René Goscinny,Albert Uderzo,Didier Conrad Fabcaro","","","","","","Hachette Asterix",48,"2023-10-26","hardcover",,,,,,,,,,,,,,,,,"2024-01-20"
"433429","9782012101449","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix aux Jeux olympiques (Astérix, #12)",,"fr","Language Teaching & Learning Material & Coursework,Graphic Novels, Anime & Manga,Encyclopaedias & Reference Works","René Goscinny,Albert Uderzo","","","","","","Hachette",48,"2006-01-01","hardcover",,,,,,,,,,,,,,,,"Faire la fête et laminer ses adversaires : voilà bien ce que les gaulois préfèrent. Et lorsqu’ils apprennent que les Romains du camp d’Aquarium s’entraînent pour représenter Rome aux prochains jeux olympiques, ils n’ont qu’une envie : y participer eux aussi !

Astérix et ses amis se voient déjà vainqueurs, mais leur affaire se complique : la potion magique relève du dopage et est par conséquent formellement interdite. La palme du vainqueur s’éloigne. A moins que…","2024-01-20"
"1818692","9782724267969","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix chez les Belges",,"en","","René Goscinny,Albert Uderzo","","","","","","Hachette Livre",96,"1999-01-01","hardcover",,,,,,,,,,,,,,,,,"2024-01-20"
"433437","9782012101562","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix chez les Belges (Astérix, #24)","Astérix chez les Belges, n°24","fr","Comic Book & Cartoon Art,Graphic Novels, Anime & Manga,Encyclopaedias & Reference Works","René Goscinny,Albert Uderzo","","","","","","Hachette",48,"2012-09-01","hardcover",,,,,,,,,,,,,,,,"Abraracourcix est furibard : César s’est permis de dire que de tous les peuples de la Gaule, les Belges sont les plus braves. Pire, les terribles Gaulois ne font même plus peur aux nouvelles recrues du camp de Laudanum…

Baluchon à l’épaule, le chef, accompagné d’Astérix et Obélix, se rend sur le champ en Belgique. Là, il jette un défi aux Belges : le peuple le plus brave sera celui qui détruira le plus grand nombre de camps romains. Et voilà César désigné arbitre d’un duel historique !","2024-04-12"
"433424","9782012101401","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix chez les Bretons (Astérix le Gaulois, #8)",,"fr","Language Teaching & Learning Material & Coursework,Encyclopaedias & Reference Works,Graphic Novels","René Goscinny,Albert Uderzo","","","","","","Hachette",48,"1997-12-18","hardcover",,,,,,,,,,,,,,,,"Jules César, décidé à repousser un peu plus loin les limites de son empire, prépare une véritable armada de légionnaires surentraînés pour envahir la Bretagne (aujourd’hui Grande-Bretagne).

Pour aider son cousin breton Jolitorax dans sa lutte contre les légions romaines, Astérix traverse la Mare Britannicum (Manche) accompagné d’Obélix et d’un tonneau rempli de « magique potion ».

Commence alors pour les deux amis un périple au pays où on parle à l’envers, on boit la cervoise chaude, on sert le sanglier bouilli et on joue au rugby (pour le plus grand plaisir d’Obélix) !

Heureusement, nos héros sauront résister à toutes ces épreuves, n’est-il pas ?","2024-01-20"
"812986","9782012101487","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix chez les Helvètes (Astérix, #16)",,"fr","Graphic Novels, Anime & Manga","René Goscinny","Albert Uderzo","","","","","Hachette",48,"2005-01-01","hardcover",,,,,,,,,,,,,,,,"Gracchus Garovirus, gouverneur de Condate (Rennes), s’enrichit sur le dos de Rome : il garde pour lui la quasi totalité des impôts collectés dans sa province et organise aux frais de l’Empereur des orgies mémorables. Aussi, lorsque le questeur Claudius Malosinus vient examiner ses comptes au nom de César, il s’empresse de l’empoisonner.

Pour se sortir de ce mauvais pas, Malosinus fait appel à Panoramix et ses recettes miracles. Toujours prêt à secourir un malade, même romain, le druide a cependant besoin d’une fleur des montagnes très rare, l’étoile d’argent (Edelweiss). Une nouvelle mission s’engage pour Astérix et Obélix, jusqu’au pays des coucous, des banques et du fromage fondu !","2024-01-20"
"131292","9782864972662","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix chez les Pictes (Astérix, #35)",,"fr","Comic Book & Cartoon Art,Graphic Novels, Anime & Manga,Encyclopaedias & Reference Works","Jean-Yves Ferri","Didier Conrad","","","","","Albert René",48,"2013-10-24","hardcover",,,,,,,,,,,,,,,,"Le Village d’Astérix enneigé se remet doucement d’un hiver glacial comme jamais, quand Astérix et Obélix font la plus étonnante des découvertes : un jeune homme enfermé dans un glaçon, échoué sur la plage ! Panoramix est formel : il s’agit d’un Picte. Mais qui sont les Pictes ? Des peuples de l’ancienne Ecosse, redoutables guerriers aux multiples clans, dont le nom, donné par les Romains, signifie littéralement « les hommes peints ». Astérix chez les Pictes, c’est donc un voyage épique, en compagnie de Mac Oloch et de la belle Camomilla, vers une contrée riche de traditions. Au fil des pages, on découvre un peuple attachant dont les différences culturelles se traduisent en gags et jeux de mots mémorables. De l’eau de malt, des noms en Mac, des lancers de tronc, des bardes adeptes de la cornemuse, les origines du mur d’Hadrien et du monstre du Loch Ness sont dévoilés ! Et même des Gaulois en kilts, par Toutatis !","2024-11-23"
"181784","9782864970200","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix chez Rahâzade (Astérix le Gaulois, #28)",,"fr","Comic Book & Cartoon Art,Encyclopaedias & Reference Works,Teaching Resources & Education","Rene Goscinny","","","","","","Hachette",48,"1987-10-01","hardcover",,,,,,,,,,,,,,,,"Dans un lointain royaume situé dans la vallée du Gange, la belle princesse Rahàzade vit un compte à rebours funeste. Si la pluie ne vient pas, avant mille et une heures, délivrer son peuple d'une sécheresse redoutable, elle sera sacrifiée afin d'apaiser la colère des dieux.

Son seul espoir : le barde Assurancetourix, qui obtient enfin la reconnaissance internationale grâce à sa réputation de « voix qui fait tomber la pluie » !","2024-11-23"
"433434","9782012101524","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix en Corse",,"fr","Graphic Novels, Anime & Manga","René Goscinny,Albert Uderzo","","","","","","Hachette",48,"2005-01-01","hardcover",,,,,,,,,,,,,,,,"Pour célébrer l’anniversaire de la bataille de Gergovie, les Gaulois accueillent leurs nombreux amis et s’offrent en apéritif les malheureux légionnaires du camp fortifié de Babaorum. Là, ils libèrent Ocatarinetabelatchitchix, chef de clan corse prisonnier des Romains.

Ce dernier, plus fier encore qu’un Gaulois, prétend alors que les Corses sont le « cauchemar des romains ». Curieux de découvrir comment les Corses pratiquent le latin au quotidien, Astérix et Obélix décident de s’embarquer pour l’Ile de beauté, histoire de prouver qu’ils sont les seuls à donner d’authentiques sueurs froides aux Romains. Et ce sont encore ces derniers qui, malgré eux, vont arbitrer les débats…","2024-01-26"
"335979","9782012101463","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix en Hispanie (Astérix le Gaulois, #14)",,"fr","Comic Book & Cartoon Art,Graphic Novels, Anime & Manga,Encyclopaedias & Reference Works","René Goscinny,Albert Uderzo","","","","","","Hachette",48,"2005-01-01","hardcover",,,,,,,,,,,,,,,,"Rien ne saurait résister à César : après la Gaule c’est l’Hispanie qui se voit annexée à son Empire. Toute l’Hispanie ? Non ! Un petit village non loin de Munda (Montilla) résiste encore. Mais Jules César se lasse des irréductibles et enlève Pépé, le fils du chef ibère Soupalognon y Crouton.

Pépé se retrouve en Gaule, au camp de Babaorum où on se charge de lui donner une éducation romaine. Là, il croise les plus célèbres irréductibles, Astérix et Obélix, qui le libèrent et décident de le ramener chez lui, en Hispanie.","2024-01-20"
"433421","9782012101388","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix et Cléopâtre",,"fr","Graphic Novels, Anime & Manga","Rene Goscinny","","","","","","Hachette",48,"2011-04-12","hardcover",,,,,,,,,,,,,,,,"Excédée par ses sarcasmes, Cléopâtre fait à César le pari d’édifier dans la ville d’Alexandrie un palais somptueux en son honneur, en trois mois, jour pour jour !

Pour Numérobis, l’architecte à qui la reine confie le projet, c’est mission impossible. D’autant qu’Amonbofis, son rival jaloux, fera tout pour mettre son projet en péril.

Il ne lui reste qu’un espoir : Panoramix, le druide gaulois aux pouvoirs magiques…","2024-01-20"
"92509","9782864971535","Nicolas","",0,,,0,0,,,,,0,,1,"","","Astérix et la rentrée gauloise","Astérix - Astérix Et La Rentrée Gauloise - N°32 (asterix)","fr","Comic Book & Cartoon Art,Encyclopaedias & Reference Works,Teaching Resources & Education","René Goscinny","Albert Uderzo","","","","","Albert René",56,"2003-08-01","board",,"Astérix",32,,,,,,,,,,,,,"(Librarian's note: An alternate cover edition to this ISBN can be found here)

Album indispensable réunissant des histoires courtes (1 à 5 planches) des plus célèbres Gaulois, Astérix et la Rentrée Gauloise explore plus de 40 ans d'aventures nées de l’inventivité géniale du fameux tandem constitué par René Goscinny et Albert Uderzo.

Planches inédites, raretés exhumées, perles incontournables, cet album qui présente Astérix tel que vous ne l’avez jamais vu a sa place dans toute collection Astérix digne de ce nom.","2025-03-15"
"143746","9782864973270","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix et la Transitalique (Astérix, #37)",,"fr","Graphic Novels, Anime & Manga","Jean-Yves Ferri","Didier Conrad","","","","","Éditions Albert-René",48,"2017-10-19","hardcover",,"Astérix",37,,,,,,,,,,,,,"Les personnages créés par les deux génies du 9e art Albert Uderzo et René Goscinny sont de retour!

Après Astérix chez les Pictes et Le Papyrus de César, Astérix et Obélix reviennent dans Astérix et la Transitalique, le nouvel album signé par les talentueux Jean-Yves Ferri et Didier Conrad.

N'en déplaise à Obélix, les Italiques, les habitants de l'Italie, ne sont pas tous des Romains, au contraire! Les Italiques tiennent à préserver leur autonomie et voient d'un mauvais oeil les vélléités de domination de Jules César et ses Légions. Dans Astérix et la Transitalique, nos héros favoris s'engagent dans une aventure palpitante à la découverte de cette suprenante Italie antique !","2024-11-23"
"131290","9782864971436","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix et Latraviata (Astérix le Gaulois, #31)",,"fr","Language Teaching & Learning Material & Coursework,Encyclopaedias & Reference Works,Teaching Resources & Education","Rene Goscinny","","","","","","Albert René",48,"2001-01-01","board",,,,,,,,,,,,,,,,"Latraviata, célèbre tragédienne venue du théâtre de Rome, s’apprête à jouer le rôle de sa vie. Maquillée en Falbala, elle se rend dans le village d’Astérix pour y récupérer les armes de Pompée. Découverte des parents d’Astérix et Obélix, guerres intestines entre Jules César et son rival Pompée…","2024-01-20"
"2790293","9782724267891","Nicolas","Bande dessinée",0,,,0,0,,,,,0,,1,"","","Astérix Et Le Chaudron ;Astérix En Hispanie",,"fr","","René Goscinny,Albert Uderzo","","","","","","Dargaud",96,"2003-01-01","hardcover",,,,,,,,,,,,,,,,,"2024-01-20"
"433431","9782012101456","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix et le chaudron (Astérix, #13)",,"fr","Graphic Novels","René Goscinny,Albert Uderzo","","","","","","Hachette",48,"2005-01-01","hardcover",,"Astérix",13,,,,,,,,,,,,,"Réputé pour son courage et sa probité, Astérix se voit chargé de veiller personnellement sur un chaudron rempli de sesterces confié par Moralélastix, chef gaulois d’un village voisin désireux d’échapper à l’impôt romain.

Pendant la nuit, des voleurs s’introduisent dans sa hutte et dérobent le chaudron. Par sa faute, le village est déshonoré. Astérix doit partir, il est banni. Accompagné d’Obélix, qui ne peut se résoudre à laisser son ami, Astérix s’engage dans une épreuve inédite : gagner sa vie pour remplir à nouveau le chaudron de sesterces !","2024-01-20"
"3244146","9782864973492","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix et le Griffon (Astérix, #39)",,"fr","Graphic Novels, Anime & Manga","Jean-Yves Ferri,Didier Conrad","","","","","","Albert René",48,"2021-10-21","hardcover",,"Astérix",39,,,,,,,,,,,,,"Astérix, Obélix et Idéfix sont de retour pour une 39e aventure. Accompagnés du plus célèbre des druides, ils s’apprêtent à partir pour un long voyage en quête d’une créature étrange et terrifiante.

Mi-aigle, mi-lion, énigmatique à souhait, le Griffon sera l’objet de ce grand voyage !
Toujours réalisée par le talentueux duo formé par Jean-Yves Ferri au scénario et Didier Conrad au dessin, nul doute que cette nouvelle aventure proposera une quête épique et semée d’embûches à nos héros à la recherche de cet animal fantastique !","2024-01-20"
"201741","9782012101357","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix et les Goths (Asterix, #3)",,"fr","Contemporary Fiction,Cartoons & Comic Strips","René Goscinny","Albert Uderzo","","","","","Hachette",48,"2004-06-09","hardcover",,,,,,,,,,,,,,,,"Comme chaque année, Panoramix se rend avec plaisir dans la forêt des Carnutes pour participer à la grande assemblée des druides gaulois.Là, un concours doit désigner le meilleur druide de l’année. Grâce à la célèbre potion magique dont il est l’inventeur, Panoramix est sûr de pouvoir revenir au village avec le trophée très convoité du Menhir d’or.

Non loin de là, les Goths s’intéressent beaucoup à ce concours. En effet, ces barbares ambitionnent de capturer le druide vainqueur et d’user de sa magie pour envahir la Gaule et Rome. Panoramix pourra t-il échapper au grand danger qui le guette ?","2024-01-20"
"433425","9782012101418","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix et les Normands (Astérix #9)",,"fr","Graphic Novels, Anime & Manga","René Goscinny","Albert Uderzo","","","","","Hachette",48,"2005-01-01","hardcover",,"Astérix",9,,,,,,,,,,,,,"Les Normands se morfondent de ne point connaître la peur, censée leur «donner des ailes». Afin de percer le secret qui leur permettra de voler, leur chef Olaf Grossebaf décide de partir à la recherche de peuplades capables de leur enseigner la seule chose qu’ils ignorent.

C’est ainsi qu’ils accostent près du village gaulois où Goudurix, neveu d’Abraracourcix, est venu de Lutèce pour ses vacances. Terrifié par la venue de ces barbares sanguinaires, il passe aux yeux des Normands pour un « champion de peur ». Les guerriers du Nord crient victoire, un peu vite car, comme chacun sait, les Irréductibles Gaulois n’ont peur que d’une chose : que le ciel leur tombe sur la tête. Et ce n’est pas demain la veille !","2024-01-20"
"92512","9782012101364","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix gladiateur (Astérix le Gaulois, #4)","Astérix gladiateur","fr","Language: Reference & General,Language Teaching & Learning Material & Coursework,Graphic Novels","René Goscinny","Albert Uderzo","","","","","Hachette",48,"2007-01-01","hardcover",,,,,,,,,,,,,,,,"Caligula Alavacomgetepus, préfet des Gaules veut faire forte impression à Rome et décide d’offrir à César rien moins qu’un Irréductible Gaulois !

Souvent isolé dans la forêt pour exercer ses talents, que ses camarades goûtent modérément, le barde Assurancetourix fait une proie idéale. César, considérant l’offrande plutôt assourdissante, donne l’ordre de jeter le barde aux lions lors des prochains jeux du cirque. Astérix et Obélix partent pour Rome délivrer leur ami. Et si tous les chemins mènent à Rome, bonne nouvelle : avec Astérix gladiateur, les rires y sont garantis !","2024-01-20"
"98145","9782012101333","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix le Gaulois (Asterix, #1)",,"fr","Graphic Novels, Anime & Manga","René Goscinny","Albert Uderzo","","","","","Hachette",48,"2013-02-05","hardcover",,,,,,,,,,,,,,,,"Dans le camp fortifié romain Petibonum, on se pose des questions : comment les Irréductibles Gaulois du village d’Astérix font-ils pour ridiculiser encore et toujours la puissance romaine ? Décidé à percer à jour le mystère de la force surhumaine de nos héros, le centurion Caius Bonus envoie un espion déguisé en Gaulois.

C’est Caligula Minus qui s’y colle, et découvre bien vite l’existence de la potion magique préparée par Panoramix. Sans attendre, le centurion Caius Bonus fait enlever le druide pour s’emparer de la recette du fameux breuvage histoire, qui sait, de devenir César à la place de Jules ! Une première occasion pour Astérix de démontrer son courage et ses talents de stratège.","2024-01-20"
"433426","9782012101425","Nicolas","Bande dessinée",0,,,48,1,,,,,0,,1,"","","Astérix légionnaire (Astérix, #10)","Astérix - Astérix Légionnaire - N°10 (asterix) (french Edition)","fr","Comic Book & Cartoon Art,Graphic Novels, Anime & Manga,Encyclopaedias & Reference Works","René Goscinny","Albert Uderzo","","","","","Hachette",48,"1998-01-01","hardcover",,,,,,,,,,,,,,,,"Obélix n’a plus d’appétit, il est comme absent, au point de ne pas voir les arbres devant lui qui s’écroulent sur son passage, au grand désarroi d’Idéfix. Que se passe t-il ? Il est a-mou-reux !

Seulement voilà que Falbala, la belle gauloise élue de son cœur, pleure son fiancé Tragicomix, enrôlé de force dans la légion romaine.

Pour noyer son chagrin, Obélix décide de s’engager à son tour dans la Légion, avec son ami Astérix, histoire de montrer à Falbala combien il est courageux. Les histoires d’amour finissent mal, en général…","2024-01-20"
"10423290","9782710303992","Nicolas","Littérature étrangère,Fiction",0,,,0,0,,,,,0,,1,"","","Avant la route (Miroir de la Terre) (French Edition)","roman","fr","","Jack Kerouac","","Daniel Poliquin","","","","Editions de La Table Ronde",471,"1990-01-01",,,,,,,,,,,,,,,,,"Avant la route, publié en 1950, mais inédit en français, est le premier roman de Jack Kerouac. Dès sa parution, la critique avait salué l'apparition d'un nouveau talent et comparé son style à celui de Thomas Wolfe. Pour peindre l'univers de la famille Martin, Kerouac s'inspira fort de sa propre enfance en Nouvelle-Angleterre ; il suit tous les personnages, dispersés à travers le monde, du début du siècle à la fin des années quarante, et les réunit finalement pour l'enterrement du père. Moment crucial où chacun voit son destin enfin scellé et l'accepte. Tous, sauf Peter, le petit dernier, qui refuse le retour à la normalité et s'interroge sur un monde qui lui est devenu étranger. Vingt ans après sa mort, les critiques ont de plus en plus tendance à lire les dix-huit ouvrages de Jack Kerouac comme une seule et même œuvre, une longue saga intime dont Avant la route serait en quelque sorte le prélude incontournable.","2024-01-20"
